season,club_name,avg(attacking_short_passing),avg(shooting),avg(power_stamina),avg(skill_long_passing),avg(power_strength),avg(defending_standing_tackle),avg(skill_fk_accuracy),avg(skill_dribbling),avg(dribbling),avg(pace),avg(mentality_aggression),avg(movement_reactions),avg(movement_sprint_speed),avg(passing),avg(movement_acceleration),avg(attacking_heading_accuracy),avg(attacking_finishing),avg(defending),avg(attacking_crossing),avg(power_long_shots),avg(mentality_penalties),avg(power_shot_power),avg(physic),avg(skill_ball_control),year,league,club_name_ext,points,place
17,Liverpool,73.79310344827586,62.51724137931034,74.0,67.27586206896552,69.96551724137932,58.689655172413794,51.96551724137931,72.79310344827586,73.37931034482759,75.13793103448276,65.51724137931035,71.75862068965517,75.34482758620689,68.24137931034483,74.82758620689656,63.10344827586207,60.86206896551724,57.241379310344826,65.65517241379311,61.3448275862069,59.62068965517241,69.03448275862068,70.03448275862068,74.6896551724138,17,English Premier League,Liverpool,75.0,4
19,RB Leipzig,70.46666666666667,56.266666666666666,70.93333333333334,61.3,66.13333333333334,60.766666666666666,47.96666666666667,68.5,69.26666666666667,71.33333333333333,66.4,70.3,70.86666666666666,63.1,71.9,62.4,54.766666666666666,59.4,59.166666666666664,53.4,52.7,63.6,67.63333333333334,70.13333333333334,19,German 1. Bundesliga,RB Leipzig,66.0,3
20,Spezia,62.11538461538461,50.57692307692308,65.92307692307692,54.88461538461539,64.88461538461539,56.76923076923077,45.69230769230769,59.5,61.53846153846154,62.96153846153846,62.42307692307692,63.84615384615385,63.61538461538461,56.15384615384615,62.15384615384615,58.19230769230769,46.15384615384615,55.03846153846154,53.26923076923077,52.07692307692308,50.88461538461539,58.5,64.53846153846153,64.0,20,Italian Serie A,Spezia,39.0,15
15,FC Barcelona,77.14814814814815,65.92592592592592,72.85185185185185,70.4074074074074,67.11111111111111,63.22222222222222,60.51851851851852,72.4074074074074,74.88888888888889,76.18518518518519,65.5925925925926,75.85185185185185,75.88888888888889,71.18518518518519,76.70370370370371,63.333333333333336,62.925925925925924,61.03703703703704,67.66666666666667,67.5925925925926,63.074074074074076,72.66666666666667,68.4074074074074,78.77777777777777,15,Spain Primera Division,FC Barcelona,91.0,1
17,Brighton & Hove Albion,66.41379310344827,58.6551724137931,72.03448275862068,60.48275862068966,67.48275862068965,53.724137931034484,52.241379310344826,66.65517241379311,67.65517241379311,67.51724137931035,65.13793103448276,65.93103448275862,67.48275862068965,62.241379310344826,67.55172413793103,60.41379310344828,56.03448275862069,52.62068965517241,59.10344827586207,59.48275862068966,55.37931034482759,65.6896551724138,68.17241379310344,68.6896551724138,17,English Premier League,Brighton & Hove Albion,40.0,15
15,Angers SCO,62.92857142857143,49.535714285714285,64.0,54.642857142857146,70.82142857142857,51.285714285714285,46.214285714285715,57.0,59.964285714285715,61.892857142857146,62.32142857142857,64.21428571428571,62.535714285714285,57.035714285714285,61.07142857142857,60.75,45.0,50.964285714285715,54.642857142857146,50.82142857142857,52.857142857142854,59.5,67.10714285714286,62.714285714285715,15,French Ligue 1,Angers SCO,50.0,9
19,Arsenal,71.26666666666667,59.8,71.63333333333334,63.3,66.53333333333333,58.46666666666667,54.36666666666667,69.7,70.83333333333333,72.9,65.43333333333334,71.46666666666667,73.5,66.03333333333333,71.96666666666667,59.733333333333334,57.2,57.43333333333333,63.4,58.8,56.63333333333333,67.93333333333334,67.46666666666667,72.53333333333333,19,English Premier League,Arsenal,56.0,8
19,Everton,71.33333333333333,63.333333333333336,70.43333333333334,61.733333333333334,69.0,56.233333333333334,55.46666666666667,71.9,71.76666666666667,69.8,69.86666666666666,72.2,70.3,66.3,69.26666666666667,67.4,61.13333333333333,55.733333333333334,65.2,61.96666666666667,59.96666666666667,71.6,69.63333333333334,73.03333333333333,19,English Premier League,Everton,49.0,12
17,Crotone,62.629629629629626,50.851851851851855,66.55555555555556,55.851851851851855,65.70370370370371,53.2962962962963,47.148148148148145,60.666666666666664,61.77777777777778,65.37037037037037,62.2962962962963,62.925925925925924,66.74074074074075,56.925925925925924,63.666666666666664,58.2962962962963,45.18518518518518,52.0,54.925925925925924,52.51851851851852,50.51851851851852,62.333333333333336,65.11111111111111,63.148148148148145,17,Italian Serie A,Crotone,35.0,18
15,FC Nantes,65.66666666666667,53.583333333333336,62.958333333333336,59.041666666666664,65.66666666666667,55.041666666666664,45.666666666666664,61.375,63.541666666666664,65.83333333333333,64.33333333333333,65.83333333333333,65.41666666666667,58.583333333333336,66.25,59.625,51.375,53.375,55.458333333333336,53.083333333333336,54.416666666666664,60.291666666666664,64.79166666666667,66.08333333333333,15,French Ligue 1,FC Nantes,48.0,14
14,Athletic Club de Bilbao,68.2,56.96666666666667,68.76666666666667,61.0,68.9,58.86666666666667,54.233333333333334,61.666666666666664,64.9,67.86666666666666,67.33333333333333,67.46666666666667,67.7,62.166666666666664,68.0,64.26666666666667,55.63333333333333,56.96666666666667,58.333333333333336,55.36666666666667,53.36666666666667,63.96666666666667,68.66666666666667,68.9,14,Spain Primera Division,Athletic Club de Bilbao,55.0,7
15,Real Sociedad,70.58620689655173,54.6551724137931,66.62068965517241,63.51724137931034,67.6896551724138,58.0,55.0,63.172413793103445,65.93103448275862,68.86206896551724,65.48275862068965,67.48275862068965,69.79310344827586,64.55172413793103,67.72413793103448,60.41379310344828,49.89655172413793,56.206896551724135,61.724137931034484,57.206896551724135,54.10344827586207,63.89655172413793,66.93103448275862,70.3103448275862,15,Spain Primera Division,Real Sociedad,48.0,9
20,Southampton,66.3,54.96666666666667,65.83333333333333,57.53333333333333,65.76666666666667,54.7,49.3,66.5,67.16666666666667,68.2,62.86666666666667,67.66666666666667,68.0,60.43333333333333,68.36666666666666,60.833333333333336,51.833333333333336,53.233333333333334,57.666666666666664,55.06666666666667,55.46666666666667,63.0,65.23333333333333,67.73333333333333,20,English Premier League,Southampton,43.0,15
19,FC Girondins de Bordeaux,67.93103448275862,54.58620689655172,68.86206896551724,60.310344827586206,65.34482758620689,57.48275862068966,49.58620689655172,67.55172413793103,68.06896551724138,68.34482758620689,63.06896551724138,68.3103448275862,68.79310344827586,61.96551724137931,67.55172413793103,63.62068965517241,52.55172413793103,56.689655172413794,59.10344827586207,52.310344827586206,54.310344827586206,61.206896551724135,65.89655172413794,68.86206896551724,19,French Ligue 1,FC Girondins de Bordeaux,37.0,12
17,Chelsea,71.48275862068965,60.3448275862069,72.65517241379311,65.24137931034483,68.65517241379311,59.93103448275862,53.37931034482759,71.10344827586206,71.62068965517241,74.75862068965517,62.41379310344828,72.65517241379311,74.82758620689656,66.34482758620689,74.6896551724138,61.793103448275865,58.275862068965516,58.06896551724138,64.27586206896552,59.689655172413794,58.44827586206897,67.20689655172414,68.20689655172414,73.20689655172414,17,English Premier League,Chelsea,70.0,5
17,1. FSV Mainz 05,69.65384615384616,56.5,70.65384615384616,64.92307692307692,67.6923076923077,56.61538461538461,51.88461538461539,68.57692307692308,69.0,72.11538461538461,64.53846153846153,69.65384615384616,73.07692307692308,64.53846153846153,70.92307692307692,63.38461538461539,52.23076923076923,55.92307692307692,63.46153846153846,56.76923076923077,56.11538461538461,66.57692307692308,67.8076923076923,69.53846153846153,17,German 1. Bundesliga,1. FSV Mainz 05,36.0,14
15,Granada CF,68.5,54.357142857142854,67.96428571428571,63.0,68.96428571428571,59.17857142857143,50.607142857142854,63.642857142857146,65.71428571428571,68.25,66.89285714285714,66.07142857142857,68.28571428571429,62.535714285714285,68.14285714285714,58.607142857142854,48.714285714285715,56.67857142857143,59.75,54.214285714285715,56.857142857142854,68.21428571428571,68.21428571428571,69.28571428571429,15,Spain Primera Division,Granada CF,39.0,16
19,Leicester City,70.73333333333333,59.4,70.23333333333333,64.0,66.26666666666667,60.96666666666667,54.5,69.8,70.2,68.26666666666667,68.6,70.6,67.93333333333334,65.76666666666667,68.66666666666667,62.3,56.06666666666667,59.46666666666667,62.46666666666667,58.5,57.53333333333333,68.2,67.9,71.73333333333333,19,English Premier League,Leicester City,62.0,5
16,RC Celta,70.1,54.93333333333333,66.36666666666666,63.13333333333333,66.23333333333333,59.166666666666664,55.3,64.46666666666667,67.36666666666666,67.16666666666667,61.03333333333333,68.96666666666667,66.93333333333334,63.7,67.56666666666666,62.9,51.4,57.53333333333333,59.733333333333334,54.9,55.3,63.8,65.33333333333333,71.5,16,Spain Primera Division,RC Celta,45.0,13
16,Manchester United,74.55172413793103,62.03448275862069,77.24137931034483,68.0,72.0,63.758620689655174,57.241379310344826,72.24137931034483,72.89655172413794,73.41379310344827,72.75862068965517,76.41379310344827,73.10344827586206,69.13793103448276,73.86206896551724,67.96551724137932,58.58620689655172,62.6551724137931,66.51724137931035,61.13793103448276,61.44827586206897,70.24137931034483,73.62068965517241,74.0,16,English Premier League,Manchester United,69.0,6
20,CA Osasuna,69.46153846153847,59.92307692307692,68.84615384615384,63.80769230769231,69.26923076923077,55.42307692307692,51.88461538461539,63.5,66.42307692307692,66.15384615384616,65.5,69.03846153846153,65.15384615384616,63.96153846153846,67.34615384615384,64.61538461538461,58.38461538461539,55.92307692307692,61.15384615384615,58.34615384615385,55.42307692307692,67.96153846153847,68.38461538461539,70.84615384615384,20,Spain Primera Division,CA Osasuna,44.0,11
17,Real Sociedad,73.75,59.75,59.57142857142857,62.607142857142854,60.67857142857143,54.607142857142854,54.67857142857143,65.92857142857143,68.39285714285714,65.21428571428571,56.32142857142857,70.21428571428571,65.17857142857143,65.96428571428571,65.0,59.67857142857143,59.42857142857143,52.464285714285715,63.464285714285715,62.57142857142857,55.75,60.392857142857146,59.464285714285715,73.42857142857143,17,Spain Primera Division,Real Sociedad,49.0,12
18,Real Valladolid CF,65.65384615384616,54.15384615384615,67.88461538461539,58.42307692307692,63.88461538461539,54.0,49.23076923076923,61.26923076923077,63.96153846153846,67.38461538461539,59.42307692307692,63.53846153846154,67.07692307692308,59.5,67.84615384615384,54.5,50.30769230769231,53.38461538461539,54.92307692307692,54.73076923076923,53.92307692307692,62.84615384615385,64.07692307692308,66.38461538461539,18,Spain Primera Division,Real Valladolid CF,41.0,16
19,Vitesse,65.82608695652173,56.130434782608695,66.82608695652173,60.52173913043478,65.08695652173913,48.130434782608695,48.21739130434783,62.56521739130435,64.8695652173913,70.91304347826087,63.30434782608695,64.6086956521739,71.47826086956522,59.608695652173914,70.04347826086956,56.04347826086956,54.56521739130435,49.47826086956522,53.95652173913044,55.17391304347826,48.47826086956522,63.21739130434783,65.3913043478261,67.17391304347827,19,Holland Eredivisie,Vitesse,41.0,7
14,FC Dordrecht,61.0,50.285714285714285,64.52380952380952,54.0,66.28571428571429,51.0,44.42857142857143,57.904761904761905,60.285714285714285,68.47619047619048,60.142857142857146,58.42857142857143,68.57142857142857,55.142857142857146,68.28571428571429,53.523809523809526,44.0,50.095238095238095,51.19047619047619,53.142857142857146,50.61904761904762,61.476190476190474,64.61904761904762,61.857142857142854,14,Holland Eredivisie,FC Dordrecht,20.0,18
14,Inter,65.06896551724138,54.827586206896555,69.79310344827586,58.310344827586206,69.82758620689656,61.0,51.13793103448276,61.689655172413794,64.58620689655173,70.20689655172414,66.82758620689656,67.79310344827586,70.44827586206897,59.41379310344828,69.96551724137932,62.55172413793103,50.0,59.10344827586207,55.93103448275862,54.793103448275865,56.10344827586207,66.06896551724138,69.20689655172414,67.51724137931035,14,Italian Serie A,Inter,55.0,8
16,En Avant de Guingamp,66.6923076923077,52.15384615384615,65.26923076923077,59.03846153846154,63.92307692307692,56.73076923076923,45.92307692307692,61.84615384615385,64.53846153846153,67.53846153846153,62.03846153846154,64.11538461538461,67.65384615384616,60.42307692307692,67.38461538461539,61.42307692307692,48.61538461538461,56.19230769230769,61.73076923076923,52.57692307692308,53.34615384615385,59.15384615384615,64.03846153846153,66.88461538461539,16,French Ligue 1,En Avant de Guingamp,50.0,10
15,Empoli,65.13636363636364,51.95454545454545,66.81818181818181,60.09090909090909,62.09090909090909,53.90909090909091,47.77272727272727,61.72727272727273,64.45454545454545,69.63636363636364,65.86363636363636,66.18181818181819,68.72727272727273,58.18181818181818,70.5909090909091,59.45454545454545,46.27272727272727,52.0,53.09090909090909,53.18181818181818,53.86363636363637,63.72727272727273,64.4090909090909,67.22727272727273,15,Italian Serie A,Empoli,46.0,10
20,West Ham United,68.06896551724138,56.55172413793103,66.96551724137932,61.6551724137931,64.86206896551724,57.758620689655174,50.48275862068966,67.65517241379311,68.20689655172414,68.34482758620689,67.10344827586206,68.89655172413794,68.03448275862068,62.93103448275862,68.65517241379311,59.48275862068966,52.96551724137931,56.241379310344826,59.13793103448276,57.06896551724138,56.275862068965516,64.27586206896552,65.82758620689656,69.13793103448276,20,English Premier League,West Ham United,65.0,6
18,Lazio,72.10344827586206,61.44827586206897,70.48275862068965,65.96551724137932,72.20689655172414,62.827586206896555,52.3448275862069,70.10344827586206,70.86206896551724,70.3103448275862,67.75862068965517,73.51724137931035,69.75862068965517,65.44827586206897,71.06896551724138,66.17241379310344,56.96551724137931,63.3448275862069,60.206896551724135,64.24137931034483,55.55172413793103,71.41379310344827,70.65517241379311,73.51724137931035,18,Italian Serie A,Lazio,59.0,8
20,AS Monaco,71.93333333333334,58.266666666666666,69.86666666666666,65.03333333333333,65.83333333333333,58.63333333333333,51.46666666666667,71.73333333333333,71.66666666666667,72.1,63.93333333333333,70.16666666666667,72.2,66.13333333333334,71.93333333333334,61.4,54.1,57.166666666666664,62.766666666666666,58.56666666666667,54.03333333333333,68.06666666666666,66.56666666666666,72.7,20,French Ligue 1,AS Monaco,78.0,3
14,Cesena,61.714285714285715,52.357142857142854,66.5,57.464285714285715,65.71428571428571,50.464285714285715,49.142857142857146,57.285714285714285,60.392857142857146,66.0,60.32142857142857,62.464285714285715,66.42857142857143,56.464285714285715,65.53571428571429,58.035714285714285,46.42857142857143,49.142857142857146,53.642857142857146,54.607142857142854,53.32142857142857,64.21428571428571,64.82142857142857,62.535714285714285,14,Italian Serie A,Cesena,24.0,19
19,Lazio,73.13793103448276,61.310344827586206,70.13793103448276,67.20689655172414,70.62068965517241,64.10344827586206,54.10344827586207,72.10344827586206,72.13793103448276,72.96551724137932,68.41379310344827,72.93103448275862,72.44827586206897,66.79310344827586,73.51724137931035,65.86206896551724,57.310344827586206,63.758620689655174,61.6551724137931,63.13793103448276,54.89655172413793,70.79310344827586,69.89655172413794,74.10344827586206,19,Italian Serie A,Lazio,78.0,4
17,Borussia Mönchengladbach,71.44,60.08,69.88,64.6,66.28,54.36,55.48,69.52,70.28,71.48,63.12,71.76,71.56,66.92,71.24,58.6,56.36,52.76,64.68,59.48,59.44,69.04,66.44,71.4,17,German 1. Bundesliga,Borussia Mönchengladbach,47.0,9
19,OGC Nice,69.07692307692308,58.38461538461539,65.84615384615384,61.69230769230769,65.5,56.69230769230769,50.0,68.03846153846153,68.5,68.53846153846153,58.03846153846154,64.6923076923077,68.6923076923077,63.0,68.34615384615384,62.96153846153846,57.0,55.5,60.65384615384615,55.73076923076923,56.23076923076923,65.73076923076923,64.15384615384616,69.8076923076923,19,French Ligue 1,OGC Nice,41.0,5
18,Atalanta,67.84615384615384,57.23076923076923,69.8076923076923,61.26923076923077,69.84615384615384,57.03846153846154,50.5,65.38461538461539,66.57692307692308,69.03846153846153,66.23076923076923,69.26923076923077,69.23076923076923,61.57692307692308,68.65384615384616,63.34615384615385,53.03846153846154,59.38461538461539,58.23076923076923,57.07692307692308,54.30769230769231,67.61538461538461,68.84615384615384,69.6923076923077,18,Italian Serie A,Atalanta,69.0,3
14,Burnley,61.03333333333333,52.333333333333336,67.9,55.666666666666664,66.4,53.0,46.766666666666666,60.2,61.86666666666667,68.2,60.733333333333334,62.46666666666667,68.7,56.7,67.63333333333334,61.1,49.2,53.166666666666664,54.96666666666667,51.96666666666667,52.5,60.93333333333333,65.8,62.56666666666667,14,English Premier League,Burnley,33.0,19
19,Roma,70.29629629629629,61.2962962962963,68.55555555555556,64.29629629629629,65.44444444444444,57.51851851851852,54.03703703703704,70.25925925925925,70.51851851851852,67.44444444444444,64.88888888888889,70.74074074074075,66.77777777777777,65.74074074074075,68.37037037037037,64.81481481481481,57.7037037037037,59.25925925925926,64.07407407407408,62.03703703703704,59.2962962962963,69.74074074074075,66.0,72.81481481481481,19,Italian Serie A,Roma,70.0,5
18,Ajax,72.65384615384616,63.03846153846154,74.11538461538461,65.26923076923077,67.65384615384616,55.03846153846154,56.61538461538461,71.26923076923077,71.84615384615384,70.92307692307692,63.73076923076923,70.0,71.57692307692308,68.07692307692308,69.92307692307692,63.57692307692308,60.73076923076923,55.53846153846154,64.73076923076923,61.88461538461539,56.42307692307692,71.73076923076923,68.61538461538461,73.23076923076923,18,Holland Eredivisie,Ajax,86.0,1
18,Montpellier HSC,65.44444444444444,55.55555555555556,65.03703703703704,60.148148148148145,66.07407407407408,55.7037037037037,49.0,64.29629629629629,65.44444444444444,68.07407407407408,63.888888888888886,64.07407407407408,68.70370370370371,60.48148148148148,67.33333333333333,61.592592592592595,52.851851851851855,57.03703703703704,59.18518518518518,54.18518518518518,55.77777777777778,64.11111111111111,65.44444444444444,66.11111111111111,18,French Ligue 1,Montpellier HSC,59.0,6
18,Heracles Almelo,59.38461538461539,51.73076923076923,61.96153846153846,53.80769230769231,65.57692307692308,50.57692307692308,51.23076923076923,59.26923076923077,60.96153846153846,65.5,54.80769230769231,59.73076923076923,65.15384615384616,55.76923076923077,66.0,56.61538461538461,47.38461538461539,50.23076923076923,54.23076923076923,50.96153846153846,54.07692307692308,63.30769230769231,62.23076923076923,62.34615384615385,18,Holland Eredivisie,Heracles Almelo,48.0,7
18,Manchester United,74.1,64.4,72.03333333333333,67.56666666666666,70.13333333333334,61.4,58.766666666666666,72.96666666666667,73.13333333333334,72.96666666666667,72.56666666666666,74.16666666666667,73.6,69.56666666666666,72.0,67.03333333333333,61.63333333333333,61.5,68.13333333333334,64.33333333333333,62.166666666666664,71.3,71.16666666666667,74.63333333333334,18,English Premier League,Manchester United,66.0,6
15,SC Heerenveen,61.44444444444444,52.44444444444444,64.22222222222223,57.629629629629626,67.48148148148148,53.407407407407405,42.7037037037037,64.25925925925925,64.55555555555556,68.4074074074074,61.333333333333336,61.370370370370374,68.51851851851852,56.18518518518518,68.14814814814815,58.851851851851855,49.370370370370374,52.851851851851855,51.74074074074074,50.0,52.888888888888886,62.851851851851855,65.29629629629629,65.74074074074075,15,Holland Eredivisie,SC Heerenveen,42.0,12
18,OGC Nice,69.96428571428571,59.357142857142854,68.10714285714286,63.67857142857143,67.21428571428571,56.17857142857143,50.107142857142854,70.46428571428571,70.39285714285714,70.32142857142857,59.107142857142854,65.71428571428571,70.89285714285714,64.75,69.78571428571429,63.357142857142854,58.714285714285715,55.57142857142857,63.642857142857146,57.67857142857143,54.357142857142854,64.32142857142857,65.82142857142857,71.53571428571429,18,French Ligue 1,OGC Nice,56.0,7
14,Villarreal CF,69.75862068965517,57.62068965517241,69.3103448275862,65.06896551724138,65.48275862068965,55.03448275862069,51.172413793103445,64.06896551724138,67.06896551724138,70.41379310344827,60.55172413793103,67.89655172413794,70.62068965517241,64.0,70.13793103448276,59.93103448275862,54.3448275862069,54.93103448275862,60.172413793103445,59.241379310344826,53.62068965517241,65.0,65.72413793103448,69.96551724137932,14,Spain Primera Division,Villarreal CF,60.0,6
14,FC Augsburg,64.82142857142857,55.57142857142857,66.92857142857143,55.5,66.32142857142857,53.67857142857143,48.92857142857143,61.535714285714285,63.785714285714285,68.28571428571429,63.25,66.42857142857143,68.10714285714286,58.642857142857146,68.57142857142857,63.357142857142854,52.57142857142857,52.32142857142857,57.035714285714285,53.035714285714285,56.92857142857143,65.07142857142857,65.85714285714286,65.96428571428571,14,German 1. Bundesliga,FC Augsburg,49.0,5
19,Parma,66.32142857142857,58.714285714285715,69.21428571428571,60.285714285714285,67.07142857142857,54.214285714285715,51.0,66.07142857142857,67.53571428571429,68.78571428571429,62.785714285714285,67.32142857142857,69.10714285714286,61.857142857142854,68.28571428571429,61.285714285714285,54.82142857142857,54.642857142857146,61.714285714285715,59.42857142857143,56.42857142857143,67.17857142857143,66.82142857142857,68.64285714285714,19,Italian Serie A,Parma,49.0,11
16,Olympique Lyonnais,70.17241379310344,58.93103448275862,67.75862068965517,62.275862068965516,66.51724137931035,56.58620689655172,51.48275862068966,68.72413793103448,69.96551724137932,72.41379310344827,66.96551724137932,67.13793103448276,71.82758620689656,63.793103448275865,72.93103448275862,61.6551724137931,55.37931034482759,55.310344827586206,59.58620689655172,59.10344827586207,59.206896551724135,67.37931034482759,67.06896551724138,70.62068965517241,16,French Ligue 1,Olympique Lyonnais,67.0,4
15,Feyenoord,69.95652173913044,59.391304347826086,72.69565217391305,66.0,66.47826086956522,60.26086956521739,55.52173913043478,67.6086956521739,68.91304347826087,68.30434782608695,67.91304347826087,68.30434782608695,68.0,64.91304347826087,68.69565217391305,60.65217391304348,53.17391304347826,56.608695652173914,60.52173913043478,62.52173913043478,58.73913043478261,71.0,68.69565217391305,71.17391304347827,15,Holland Eredivisie,Feyenoord,63.0,3
17,Crystal Palace,66.93548387096774,56.41935483870968,69.51612903225806,63.12903225806452,71.3225806451613,56.0,52.354838709677416,63.61290322580645,65.64516129032258,69.06451612903226,65.61290322580645,66.3225806451613,69.61290322580645,62.225806451612904,68.25806451612904,61.67741935483871,53.25806451612903,55.193548387096776,59.25806451612903,56.29032258064516,56.32258064516129,64.51612903225806,69.41935483870968,68.0,17,English Premier League,Crystal Palace,44.0,11
14,En Avant de Guingamp,66.34782608695652,53.21739130434783,69.04347826086956,59.91304347826087,62.26086956521739,56.82608695652174,48.65217391304348,61.56521739130435,64.56521739130434,68.82608695652173,65.26086956521739,64.0,68.52173913043478,60.608695652173914,69.08695652173913,58.65217391304348,50.34782608695652,55.04347826086956,58.91304347826087,52.47826086956522,55.391304347826086,61.21739130434783,64.78260869565217,67.65217391304348,14,French Ligue 1,En Avant de Guingamp,49.0,10
20,Fiorentina,67.06666666666666,54.233333333333334,63.56666666666667,59.4,64.7,59.766666666666666,46.53333333333333,65.83333333333333,66.56666666666666,65.2,63.86666666666667,68.56666666666666,64.16666666666667,60.833333333333336,66.56666666666666,62.13333333333333,50.43333333333333,58.9,58.53333333333333,55.0,51.86666666666667,62.8,64.43333333333334,67.93333333333334,20,Italian Serie A,Fiorentina,40.0,13
16,Milan,71.04,59.8,75.28,65.6,71.28,60.32,55.2,71.4,72.16,74.36,64.8,71.76,74.92,65.76,73.64,65.32,53.56,59.36,63.4,62.92,58.8,70.8,70.92,74.0,16,Italian Serie A,Milan,63.0,6
19,Stade Rennais FC,70.14285714285714,58.333333333333336,67.95238095238095,61.0,65.33333333333333,54.0,52.19047619047619,67.57142857142857,68.66666666666667,69.71428571428571,64.14285714285714,66.57142857142857,70.0952380952381,63.80952380952381,69.28571428571429,60.857142857142854,55.476190476190474,53.333333333333336,61.333333333333336,57.904761904761905,56.80952380952381,66.19047619047619,65.80952380952381,71.23809523809524,19,French Ligue 1,Stade Rennais FC,50.0,3
18,Cagliari,68.45,57.05,65.35,62.05,68.0,60.3,49.35,65.05,66.65,66.6,62.0,68.8,66.7,61.65,66.55,63.1,53.35,60.15,56.5,58.25,55.95,64.6,66.25,69.2,18,Italian Serie A,Cagliari,41.0,15
14,Everton,70.9,58.93333333333333,71.6,63.03333333333333,67.5,58.4,52.13333333333333,67.2,69.06666666666666,72.36666666666666,67.5,70.93333333333334,73.66666666666667,64.36666666666666,70.56666666666666,63.7,55.46666666666667,57.6,62.6,59.7,58.233333333333334,65.86666666666666,68.63333333333334,71.7,14,English Premier League,Everton,47.0,11
17,En Avant de Guingamp,68.44,55.72,63.6,60.32,61.64,53.48,49.76,65.36,66.92,67.76,61.52,64.76,67.84,61.88,67.64,62.48,52.4,53.76,61.64,57.56,54.96,61.6,62.28,68.92,17,French Ligue 1,En Avant de Guingamp,47.0,12
19,Bologna,68.62962962962963,56.666666666666664,66.77777777777777,61.55555555555556,67.62962962962963,55.18518518518518,52.51851851851852,68.37037037037037,68.66666666666667,66.66666666666667,63.77777777777778,68.48148148148148,67.14814814814815,62.592592592592595,66.14814814814815,63.22222222222222,51.7037037037037,56.44444444444444,58.74074074074074,58.22222222222222,57.407407407407405,66.92592592592592,66.62962962962963,70.11111111111111,19,Italian Serie A,Bologna,47.0,12
14,UD Almería,62.857142857142854,55.464285714285715,67.85714285714286,55.035714285714285,62.642857142857146,48.67857142857143,51.035714285714285,62.035714285714285,64.96428571428571,72.03571428571429,63.82142857142857,65.82142857142857,72.42857142857143,57.892857142857146,71.75,55.92857142857143,53.142857142857146,47.82142857142857,53.82142857142857,54.642857142857146,56.357142857142854,62.25,64.53571428571429,67.5,14,Spain Primera Division,UD Almería,29.0,19
19,Borussia Mönchengladbach,70.93333333333334,58.4,68.4,63.9,66.43333333333334,58.96666666666667,50.43333333333333,68.63333333333334,69.26666666666667,69.73333333333333,63.0,69.4,69.56666666666666,65.23333333333333,69.83333333333333,60.166666666666664,55.86666666666667,57.266666666666666,63.833333333333336,56.666666666666664,54.5,66.73333333333333,66.3,70.63333333333334,19,German 1. Bundesliga,Borussia Mönchengladbach,65.0,4
15,Real Betis,70.3103448275862,56.689655172413794,66.27586206896552,61.724137931034484,66.58620689655173,57.172413793103445,51.793103448275865,64.79310344827586,67.0,66.10344827586206,65.58620689655173,68.89655172413794,67.37931034482759,63.241379310344826,64.58620689655173,61.06896551724138,52.6551724137931,55.724137931034484,58.55172413793103,56.13793103448276,54.96551724137931,66.86206896551724,66.20689655172414,71.48275862068965,15,Spain Primera Division,Real Betis,45.0,10
20,Newcastle United,69.43333333333334,59.9,68.96666666666667,62.5,64.23333333333333,57.86666666666667,54.13333333333333,68.7,69.46666666666667,69.26666666666667,64.7,70.4,69.43333333333334,64.2,68.86666666666666,60.13333333333333,56.36666666666667,56.63333333333333,61.0,59.733333333333334,58.06666666666667,68.46666666666667,65.8,70.73333333333333,20,English Premier League,Newcastle United,45.0,12
20,VfL Wolfsburg,68.8076923076923,59.38461538461539,69.53846153846153,58.34615384615385,68.96153846153847,55.30769230769231,49.73076923076923,68.73076923076923,68.96153846153847,72.03846153846153,65.34615384615384,70.96153846153847,72.42307692307692,61.61538461538461,71.42307692307692,61.5,56.19230769230769,55.84615384615385,56.07692307692308,59.03846153846154,54.15384615384615,68.8076923076923,68.3076923076923,70.34615384615384,20,German 1. Bundesliga,VfL Wolfsburg,61.0,4
19,Amiens SC,65.51724137931035,56.827586206896555,66.41379310344827,59.275862068965516,67.3103448275862,51.06896551724138,53.58620689655172,68.48275862068965,68.34482758620689,68.86206896551724,58.206896551724135,64.06896551724138,68.44827586206897,61.0,69.51724137931035,59.241379310344826,55.41379310344828,50.44827586206897,58.62068965517241,54.10344827586207,55.51724137931034,64.10344827586206,65.13793103448276,68.96551724137932,19,French Ligue 1,Amiens SC,23.0,19
16,Go Ahead Eagles,62.11538461538461,55.26923076923077,65.88461538461539,55.92307692307692,64.03846153846153,47.73076923076923,46.26923076923077,61.15384615384615,62.61538461538461,67.61538461538461,58.0,59.23076923076923,67.5,56.42307692307692,68.03846153846153,56.19230769230769,52.80769230769231,46.65384615384615,52.69230769230769,54.53846153846154,55.15384615384615,64.42307692307692,63.23076923076923,64.38461538461539,16,Holland Eredivisie,Go Ahead Eagles,23.0,18
15,Fiorentina,70.9090909090909,60.40909090909091,70.86363636363636,66.36363636363636,70.13636363636364,57.27272727272727,57.95454545454545,69.68181818181819,70.63636363636364,72.04545454545455,63.40909090909091,70.77272727272727,72.31818181818181,66.22727272727273,71.54545454545455,63.13636363636363,55.09090909090909,55.95454545454545,64.5,63.22727272727273,59.77272727272727,70.9090909090909,68.81818181818181,73.95454545454545,15,Italian Serie A,Fiorentina,64.0,5
